User_ID,Device_Type,Device_ID
USER_3053,Laptop,100
USER_4414,Tablet,101
USER_2530,Tablet,102
USER_5978,Mobile,103
USER_7333,Tablet,104
USER_7982,Tablet,105
USER_1081,Tablet,106
USER_8172,Mobile,107
USER_8784,Tablet,108
USER_1446,Tablet,109
USER_5144,Laptop,110
USER_6056,Mobile,111
USER_5047,Tablet,112
USER_2545,Tablet,113
USER_1455,Laptop,114
USER_5937,Mobile,115
USER_1555,Tablet,116
USER_7021,Tablet,117
USER_5459,Tablet,118
USER_4575,Laptop,119
USER_7422,Laptop,120
USER_7275,Mobile,121
USER_3374,Tablet,122
USER_8445,Tablet,123
USER_5604,Laptop,124
USER_1941,Laptop,125
USER_1872,Laptop,126
USER_9632,Mobile,127
USER_6371,Mobile,128
USER_1509,Laptop,129
USER_8062,Tablet,130
USER_7132,Mobile,131
USER_3555,Tablet,132
USER_5365,Mobile,133
USER_8432,Mobile,134
USER_9628,Tablet,135
USER_3454,Laptop,136
USER_2488,Laptop,137
USER_4414,Laptop,138
USER_2520,Mobile,139
USER_3767,Tablet,140
USER_6354,Laptop,141
USER_7966,Laptop,142
USER_7795,Tablet,143
USER_2517,Mobile,144
USER_1325,Mobile,145
USER_9174,Tablet,146
USER_2725,Tablet,147
USER_1564,Laptop,148
USER_8972,Laptop,149
USER_4815,Mobile,150
USER_5102,Mobile,151
USER_2386,Mobile,152
USER_7058,Tablet,153
USER_2767,Laptop,154
USER_9455,Tablet,155
USER_7308,Laptop,156
USER_4376,Tablet,157
USER_5471,Mobile,158
USER_4963,Tablet,159
USER_7763,Laptop,160
USER_2714,Mobile,161
USER_6956,Mobile,162
USER_5261,Mobile,163
USER_3529,Mobile,164
USER_9418,Tablet,165
USER_4574,Laptop,166
USER_6999,Tablet,167
USER_1687,Mobile,168
USER_8884,Tablet,169
USER_9392,Mobile,170
USER_8589,Laptop,171
USER_8572,Tablet,172
USER_7567,Mobile,173
USER_4321,Tablet,174
USER_9845,Tablet,175
USER_6854,Mobile,176
USER_6108,Tablet,177
USER_6641,Laptop,178
USER_3834,Mobile,179
USER_4864,Mobile,180
USER_6688,Laptop,181
USER_9070,Laptop,182
USER_2793,Tablet,183
USER_4863,Tablet,184
USER_7142,Tablet,185
USER_2597,Laptop,186
USER_6079,Laptop,187
USER_4370,Laptop,188
USER_2030,Tablet,189
USER_3127,Tablet,190
USER_7640,Laptop,191
USER_3389,Mobile,192
USER_8090,Laptop,193
USER_7975,Mobile,194
USER_2846,Tablet,195
USER_7869,Mobile,196
USER_5350,Mobile,197
USER_8026,Mobile,198
USER_6545,Tablet,199
USER_8142,Laptop,200
USER_6141,Tablet,201
USER_1151,Mobile,202
USER_4796,Mobile,203
USER_7551,Mobile,204
USER_4371,Mobile,205
USER_4018,Tablet,206
USER_3990,Laptop,207
USER_4880,Laptop,208
USER_8009,Laptop,209
USER_3516,Mobile,210
USER_2015,Tablet,211
USER_3068,Tablet,212
USER_4464,Laptop,213
USER_8639,Tablet,214
USER_8452,Tablet,215
USER_8151,Mobile,216
USER_2630,Mobile,217
USER_8210,Tablet,218
USER_2415,Tablet,219
USER_8597,Mobile,220
USER_1797,Mobile,221
USER_9047,Tablet,222
USER_5048,Tablet,223
USER_1948,Laptop,224
USER_3495,Tablet,225
USER_9883,Laptop,226
USER_6177,Tablet,227
USER_5731,Laptop,228
USER_3828,Laptop,229
USER_9978,Laptop,230
USER_8160,Mobile,231
USER_6974,Tablet,232
USER_8207,Tablet,233
USER_6150,Laptop,234
USER_3936,Mobile,235
USER_6427,Mobile,236
USER_8881,Mobile,237
USER_7445,Tablet,238
USER_1292,Tablet,239
USER_6498,Laptop,240
USER_7432,Tablet,241
USER_3832,Laptop,242
USER_6128,Laptop,243
USER_2438,Laptop,244
USER_4598,Mobile,245
USER_5930,Laptop,246
USER_3748,Tablet,247
USER_6162,Mobile,248
USER_2642,Tablet,249
USER_4156,Laptop,250
USER_5571,Mobile,251
USER_5763,Mobile,252
USER_9283,Tablet,253
USER_4260,Laptop,254
USER_4504,Laptop,255
USER_1064,Tablet,256
USER_1807,Mobile,257
USER_1995,Laptop,258
USER_1958,Mobile,259
USER_3446,Mobile,260
USER_1991,Mobile,261
USER_1872,Mobile,262
USER_6832,Laptop,263
USER_6305,Laptop,264
USER_9970,Mobile,265
USER_7452,Mobile,266
USER_6237,Tablet,267
USER_5661,Tablet,268
USER_3572,Tablet,269
USER_8893,Tablet,270
USER_2977,Mobile,271
USER_8674,Laptop,272
USER_2459,Laptop,273
USER_2740,Tablet,274
USER_8101,Laptop,275
USER_4103,Laptop,276
USER_1348,Laptop,277
USER_3369,Mobile,278
USER_9648,Tablet,279
USER_4748,Laptop,280
USER_1345,Laptop,281
USER_7579,Mobile,282
USER_7458,Laptop,283
USER_3990,Tablet,284
USER_9541,Tablet,285
USER_8350,Mobile,286
USER_3706,Laptop,287
USER_2318,Mobile,288
USER_5811,Laptop,289
USER_1233,Tablet,290
USER_2785,Mobile,291
USER_6423,Mobile,292
USER_1108,Mobile,293
USER_8140,Tablet,294
USER_6317,Laptop,295
USER_3377,Tablet,296
USER_8393,Laptop,297
USER_2831,Mobile,298
USER_5014,Tablet,299
USER_9250,Mobile,300
USER_5119,Tablet,301
USER_7599,Laptop,302
USER_1574,Tablet,303
USER_2377,Tablet,304
USER_4577,Mobile,305
USER_1861,Mobile,306
USER_9511,Tablet,307
USER_1837,Laptop,308
USER_9468,Laptop,309
USER_7653,Mobile,310
USER_7938,Laptop,311
USER_9516,Tablet,312
USER_7327,Mobile,313
USER_3251,Mobile,314
USER_9110,Laptop,315
USER_6905,Mobile,316
USER_8328,Laptop,317
USER_2418,Tablet,318
USER_1225,Mobile,319
USER_5803,Mobile,320
USER_8360,Tablet,321
USER_8809,Tablet,322
USER_4534,Mobile,323
USER_2329,Mobile,324
USER_2767,Tablet,325
USER_1280,Mobile,326
USER_3287,Mobile,327
USER_8429,Tablet,328
USER_9547,Mobile,329
USER_7316,Laptop,330
USER_5996,Tablet,331
USER_5311,Laptop,332
USER_6623,Tablet,333
USER_4347,Mobile,334
USER_1100,Mobile,335
USER_2326,Laptop,336
USER_4677,Laptop,337
USER_5677,Tablet,338
USER_3132,Mobile,339
USER_6546,Mobile,340
USER_3460,Mobile,341
USER_4528,Tablet,342
USER_1724,Mobile,343
USER_8691,Mobile,344
USER_4466,Tablet,345
USER_8432,Tablet,346
USER_1523,Mobile,347
USER_5642,Laptop,348
USER_1662,Laptop,349
USER_3653,Mobile,350
USER_7131,Mobile,351
USER_9828,Mobile,352
USER_7467,Mobile,353
USER_3232,Tablet,354
USER_3203,Mobile,355
USER_1246,Tablet,356
USER_6558,Laptop,357
USER_7349,Tablet,358
USER_5533,Tablet,359
USER_1685,Laptop,360
USER_5288,Laptop,361
USER_4550,Tablet,362
USER_6564,Mobile,363
USER_5557,Mobile,364
USER_8015,Laptop,365
USER_6261,Tablet,366
USER_3256,Laptop,367
USER_3713,Tablet,368
USER_8507,Laptop,369
USER_7861,Tablet,370
USER_7103,Laptop,371
USER_3802,Mobile,372
USER_4472,Mobile,373
USER_7727,Tablet,374
USER_6842,Laptop,375
USER_6967,Mobile,376
USER_5697,Laptop,377
USER_6110,Tablet,378
USER_9629,Laptop,379
USER_1542,Tablet,380
USER_2867,Tablet,381
USER_2331,Tablet,382
USER_3847,Mobile,383
USER_1551,Mobile,384
USER_5630,Tablet,385
USER_1876,Laptop,386
USER_9892,Tablet,387
USER_8963,Mobile,388
USER_5138,Mobile,389
USER_2415,Laptop,390
USER_6140,Laptop,391
USER_3990,Mobile,392
USER_8636,Tablet,393
USER_4090,Laptop,394
USER_6138,Mobile,395
USER_9272,Tablet,396
USER_5616,Tablet,397
USER_9663,Mobile,398
USER_1612,Tablet,399
USER_3097,Laptop,400
USER_9671,Tablet,401
USER_5323,Laptop,402
USER_2685,Laptop,403
USER_7102,Mobile,404
USER_6528,Laptop,405
USER_4162,Mobile,406
USER_2800,Tablet,407
USER_4754,Mobile,408
USER_9552,Mobile,409
USER_5466,Tablet,410
USER_6959,Tablet,411
USER_8408,Mobile,412
USER_8884,Mobile,413
USER_7549,Tablet,414
USER_4549,Tablet,415
USER_3488,Laptop,416
USER_3962,Laptop,417
USER_9378,Laptop,418
USER_2258,Tablet,419
USER_6747,Tablet,420
USER_6060,Laptop,421
USER_7032,Laptop,422
USER_1469,Laptop,423
USER_7728,Tablet,424
USER_3221,Laptop,425
USER_8445,Mobile,426
USER_3399,Mobile,427
USER_9273,Tablet,428
USER_1207,Laptop,429
USER_3414,Laptop,430
USER_2374,Laptop,431
USER_6898,Laptop,432
USER_2737,Laptop,433
USER_5992,Tablet,434
USER_3031,Tablet,435
USER_8715,Laptop,436
USER_2924,Laptop,437
USER_7704,Mobile,438
USER_8975,Tablet,439
USER_4432,Laptop,440
USER_1302,Laptop,441
USER_8795,Tablet,442
USER_6400,Laptop,443
USER_7150,Laptop,444
USER_9308,Mobile,445
USER_8867,Tablet,446
USER_5595,Tablet,447
USER_3172,Tablet,448
USER_3248,Tablet,449
USER_8566,Tablet,450
USER_2689,Laptop,451
USER_8058,Laptop,452
USER_1863,Tablet,453
USER_7514,Tablet,454
USER_9551,Tablet,455
USER_7609,Laptop,456
USER_9635,Tablet,457
USER_9846,Tablet,458
USER_5933,Tablet,459
USER_6413,Tablet,460
USER_6856,Laptop,461
USER_9711,Laptop,462
USER_9507,Mobile,463
USER_3486,Laptop,464
USER_3258,Tablet,465
USER_8608,Laptop,466
USER_1061,Tablet,467
USER_4408,Laptop,468
USER_8695,Laptop,469
USER_8548,Mobile,470
USER_4847,Laptop,471
USER_8240,Laptop,472
USER_2246,Mobile,473
USER_8263,Tablet,474
USER_9328,Mobile,475
USER_2192,Laptop,476
USER_4600,Tablet,477
USER_5633,Laptop,478
USER_4382,Tablet,479
USER_3785,Laptop,480
USER_9187,Mobile,481
USER_2724,Tablet,482
USER_6817,Laptop,483
USER_6352,Mobile,484
USER_8525,Tablet,485
USER_7377,Laptop,486
USER_4098,Mobile,487
USER_2596,Mobile,488
USER_8162,Laptop,489
USER_8812,Laptop,490
USER_1537,Tablet,491
USER_3606,Mobile,492
USER_6628,Laptop,493
USER_6190,Laptop,494
USER_1535,Mobile,495
USER_7896,Mobile,496
USER_1993,Mobile,497
USER_7217,Mobile,498
USER_3836,Tablet,499
USER_5478,Laptop,500
USER_5327,Laptop,501
USER_8148,Laptop,502
USER_3921,Mobile,503
USER_9148,Mobile,504
USER_7023,Mobile,505
USER_7899,Tablet,506
USER_2194,Tablet,507
USER_7347,Mobile,508
USER_1057,Laptop,509
USER_1977,Tablet,510
USER_2360,Laptop,511
USER_5578,Laptop,512
USER_4449,Tablet,513
USER_5628,Mobile,514
USER_9649,Mobile,515
USER_4122,Tablet,516
USER_4783,Tablet,517
USER_5353,Mobile,518
USER_3674,Laptop,519
USER_7380,Tablet,520
USER_5809,Tablet,521
USER_9615,Mobile,522
USER_8043,Mobile,523
USER_3418,Tablet,524
USER_8264,Mobile,525
USER_2120,Laptop,526
USER_2664,Laptop,527
USER_8409,Tablet,528
USER_7247,Tablet,529
USER_1918,Tablet,530
USER_6359,Mobile,531
USER_4025,Laptop,532
USER_7027,Laptop,533
USER_9671,Mobile,534
USER_1671,Tablet,535
USER_1715,Laptop,536
USER_7786,Mobile,537
USER_5457,Laptop,538
USER_8564,Laptop,539
USER_1375,Laptop,540
USER_8905,Tablet,541
USER_8150,Tablet,542
USER_1668,Mobile,543
USER_9699,Mobile,544
USER_8256,Tablet,545
USER_4305,Mobile,546
USER_4076,Tablet,547
USER_1617,Tablet,548
USER_7499,Laptop,549
USER_6397,Tablet,550
USER_7739,Mobile,551
USER_5841,Mobile,552
USER_9876,Laptop,553
USER_7446,Tablet,554
USER_7016,Mobile,555
USER_1745,Tablet,556
USER_2201,Tablet,557
USER_8578,Tablet,558
USER_4228,Tablet,559
USER_9453,Tablet,560
USER_5542,Laptop,561
USER_5439,Mobile,562
USER_9945,Tablet,563
USER_5086,Tablet,564
USER_3281,Mobile,565
USER_5029,Mobile,566
USER_8774,Mobile,567
USER_3941,Laptop,568
USER_4472,Tablet,569
USER_9009,Mobile,570
USER_4529,Laptop,571
USER_1431,Mobile,572
USER_8365,Mobile,573
USER_8308,Laptop,574
USER_5708,Laptop,575
USER_6503,Mobile,576
USER_7741,Tablet,577
USER_7071,Laptop,578
USER_1269,Laptop,579
USER_6326,Laptop,580
USER_9501,Tablet,581
USER_4714,Tablet,582
USER_2902,Mobile,583
USER_4446,Mobile,584
USER_4934,Mobile,585
USER_9547,Laptop,586
USER_3468,Laptop,587
USER_2439,Laptop,588
USER_5713,Tablet,589
USER_8409,Mobile,590
USER_2571,Tablet,591
USER_1722,Laptop,592
USER_3423,Laptop,593
USER_3717,Mobile,594
USER_9079,Tablet,595
USER_2307,Mobile,596
USER_5210,Mobile,597
USER_7302,Mobile,598
USER_2329,Laptop,599
USER_2725,Mobile,600
USER_8347,Mobile,601
USER_3533,Laptop,602
USER_8754,Mobile,603
USER_1223,Laptop,604
USER_8529,Mobile,605
USER_3242,Tablet,606
USER_5352,Laptop,607
USER_6697,Tablet,608
USER_3843,Laptop,609
USER_9695,Mobile,610
USER_7421,Tablet,611
USER_8424,Mobile,612
USER_2076,Tablet,613
USER_5019,Tablet,614
USER_1768,Laptop,615
USER_7828,Tablet,616
USER_7381,Tablet,617
USER_3905,Laptop,618
USER_3789,Laptop,619
USER_6527,Laptop,620
USER_6734,Mobile,621
USER_1746,Mobile,622
USER_3819,Mobile,623
USER_7654,Tablet,624
USER_4239,Tablet,625
USER_1321,Laptop,626
USER_8832,Laptop,627
USER_3734,Tablet,628
USER_8366,Laptop,629
USER_1405,Laptop,630
USER_3070,Tablet,631
USER_5568,Mobile,632
USER_6428,Mobile,633
USER_3336,Mobile,634
USER_3601,Tablet,635
USER_1396,Tablet,636
USER_2685,Tablet,637
USER_6485,Tablet,638
USER_5512,Mobile,639
USER_6444,Laptop,640
USER_8316,Tablet,641
USER_4225,Laptop,642
USER_8117,Mobile,643
USER_4901,Laptop,644
USER_5827,Laptop,645
USER_7811,Tablet,646
USER_7367,Mobile,647
USER_9173,Tablet,648
USER_2948,Mobile,649
USER_9362,Mobile,650
USER_9635,Laptop,651
USER_4672,Laptop,652
USER_8719,Mobile,653
USER_3076,Mobile,654
USER_6947,Laptop,655
USER_1517,Laptop,656
USER_2663,Laptop,657
USER_3457,Mobile,658
USER_9553,Mobile,659
USER_6171,Tablet,660
USER_6596,Laptop,661
USER_7102,Tablet,662
USER_9347,Tablet,663
USER_9107,Tablet,664
USER_9594,Laptop,665
USER_7059,Laptop,666
USER_6073,Tablet,667
USER_8951,Mobile,668
USER_2870,Laptop,669
USER_8352,Tablet,670
USER_8951,Laptop,671
USER_4777,Tablet,672
USER_6202,Tablet,673
USER_1145,Mobile,674
USER_9734,Mobile,675
USER_7305,Laptop,676
USER_9910,Laptop,677
USER_7047,Tablet,678
USER_8317,Laptop,679
USER_5237,Laptop,680
USER_1370,Tablet,681
USER_4422,Tablet,682
USER_8906,Mobile,683
USER_9685,Mobile,684
USER_4004,Laptop,685
USER_8323,Laptop,686
USER_8016,Tablet,687
USER_1164,Mobile,688
USER_2396,Tablet,689
USER_1627,Laptop,690
USER_8647,Tablet,691
USER_2660,Laptop,692
USER_5286,Tablet,693
USER_6337,Mobile,694
USER_6328,Mobile,695
USER_9031,Mobile,696
USER_1346,Laptop,697
USER_8697,Tablet,698
USER_5499,Mobile,699
USER_7156,Tablet,700
USER_3187,Mobile,701
USER_2301,Tablet,702
USER_9172,Mobile,703
USER_7989,Mobile,704
USER_4102,Laptop,705
USER_5061,Mobile,706
USER_7051,Mobile,707
USER_1386,Mobile,708
USER_1242,Tablet,709
USER_9822,Mobile,710
USER_5109,Laptop,711
USER_9578,Mobile,712
USER_6223,Laptop,713
USER_4574,Mobile,714
USER_9592,Laptop,715
USER_3543,Laptop,716
USER_1619,Laptop,717
USER_6883,Mobile,718
USER_7981,Laptop,719
USER_1746,Tablet,720
USER_2984,Laptop,721
USER_1065,Tablet,722
USER_3533,Mobile,723
USER_7656,Mobile,724
USER_9330,Laptop,725
USER_4526,Mobile,726
USER_2658,Tablet,727
USER_4066,Mobile,728
USER_4784,Laptop,729
USER_6063,Laptop,730
USER_1168,Laptop,731
USER_8677,Mobile,732
USER_7186,Tablet,733
USER_2650,Laptop,734
USER_8139,Mobile,735
USER_4775,Mobile,736
USER_6753,Mobile,737
USER_4595,Mobile,738
USER_1227,Tablet,739
USER_5164,Laptop,740
USER_1281,Tablet,741
USER_7081,Laptop,742
USER_5597,Laptop,743
USER_7614,Tablet,744
USER_9720,Mobile,745
USER_2438,Mobile,746
USER_5780,Laptop,747
USER_4308,Tablet,748
USER_5367,Mobile,749
USER_9652,Mobile,750
USER_8036,Tablet,751
USER_7644,Laptop,752
USER_1556,Laptop,753
USER_9754,Tablet,754
USER_5526,Tablet,755
USER_4157,Mobile,756
USER_3639,Tablet,757
USER_3264,Tablet,758
USER_2025,Tablet,759
USER_8562,Mobile,760
USER_1974,Laptop,761
USER_3204,Laptop,762
USER_9644,Laptop,763
USER_4949,Tablet,764
USER_4957,Tablet,765
USER_3040,Mobile,766
USER_6499,Laptop,767
USER_4045,Laptop,768
USER_6590,Mobile,769
USER_3824,Laptop,770
USER_3365,Laptop,771
USER_6498,Tablet,772
USER_2886,Laptop,773
USER_8573,Tablet,774
USER_8782,Mobile,775
USER_2467,Laptop,776
USER_9084,Laptop,777
USER_6599,Mobile,778
USER_3277,Laptop,779
USER_7094,Mobile,780
USER_8391,Laptop,781
USER_3253,Mobile,782
USER_2824,Tablet,783
USER_2648,Laptop,784
USER_3871,Tablet,785
USER_5473,Laptop,786
USER_8130,Tablet,787
USER_2511,Laptop,788
USER_4728,Laptop,789
USER_8306,Laptop,790
USER_1878,Mobile,791
USER_6489,Mobile,792
USER_7375,Tablet,793
USER_7125,Mobile,794
USER_5723,Laptop,795
USER_6768,Laptop,796
USER_7768,Mobile,797
USER_2817,Tablet,798
USER_9832,Mobile,799
USER_8235,Mobile,800
USER_8615,Tablet,801
USER_8057,Tablet,802
USER_7817,Mobile,803
USER_2595,Tablet,804
USER_5485,Laptop,805
USER_4683,Tablet,806
USER_1577,Tablet,807
USER_1136,Mobile,808
USER_2340,Laptop,809
USER_6748,Tablet,810
USER_5073,Tablet,811
USER_9567,Tablet,812
USER_7702,Laptop,813
USER_8521,Tablet,814
USER_5853,Laptop,815
USER_2388,Mobile,816
USER_6450,Tablet,817
USER_4499,Mobile,818
USER_3022,Mobile,819
USER_4530,Mobile,820
USER_4164,Mobile,821
USER_3159,Laptop,822
USER_1895,Tablet,823
USER_3634,Mobile,824
USER_7437,Mobile,825
USER_1271,Laptop,826
USER_2315,Tablet,827
USER_4855,Mobile,828
USER_1603,Tablet,829
USER_4983,Mobile,830
USER_6930,Tablet,831
USER_3746,Tablet,832
USER_9441,Tablet,833
USER_4769,Mobile,834
USER_3173,Tablet,835
USER_4166,Mobile,836
USER_5877,Laptop,837
USER_4735,Laptop,838
USER_9168,Laptop,839
USER_9558,Laptop,840
USER_3948,Mobile,841
USER_7017,Laptop,842
USER_2514,Laptop,843
USER_2752,Laptop,844
USER_3020,Tablet,845
USER_2429,Tablet,846
USER_2325,Mobile,847
USER_5980,Mobile,848
USER_7077,Mobile,849
USER_6999,Laptop,850
USER_8037,Mobile,851
USER_6457,Laptop,852
USER_5016,Tablet,853
USER_5102,Laptop,854
USER_6261,Laptop,855
USER_4266,Tablet,856
USER_6014,Mobile,857
USER_8744,Mobile,858
USER_5268,Mobile,859
USER_7727,Mobile,860
USER_3333,Tablet,861
USER_2466,Laptop,862
USER_5340,Mobile,863
USER_6042,Laptop,864
USER_1552,Tablet,865
USER_2501,Mobile,866
USER_4104,Tablet,867
USER_2961,Laptop,868
USER_1946,Tablet,869
USER_2965,Mobile,870
USER_6052,Tablet,871
USER_4400,Mobile,872
USER_3347,Laptop,873
USER_6536,Laptop,874
USER_4730,Tablet,875
USER_1631,Tablet,876
USER_9711,Tablet,877
USER_4386,Laptop,878
USER_9139,Laptop,879
USER_7847,Tablet,880
USER_8492,Tablet,881
USER_2708,Laptop,882
USER_7731,Laptop,883
USER_7241,Tablet,884
USER_7959,Laptop,885
USER_7658,Laptop,886
USER_2827,Laptop,887
USER_1213,Mobile,888
USER_7443,Mobile,889
USER_1101,Tablet,890
USER_8697,Laptop,891
USER_1374,Mobile,892
USER_8495,Tablet,893
USER_5502,Laptop,894
USER_7191,Mobile,895
USER_5425,Laptop,896
USER_4709,Mobile,897
USER_7834,Laptop,898
USER_2569,Mobile,899
USER_1207,Tablet,900
USER_1755,Laptop,901
USER_4454,Mobile,902
USER_4669,Laptop,903
USER_3709,Laptop,904
USER_2928,Mobile,905
USER_2832,Mobile,906
USER_1022,Mobile,907
USER_8848,Mobile,908
USER_1714,Mobile,909
USER_8804,Tablet,910
USER_8575,Mobile,911
USER_9766,Laptop,912
USER_8642,Laptop,913
USER_8478,Tablet,914
USER_7785,Mobile,915
USER_9611,Mobile,916
USER_1063,Laptop,917
USER_5053,Mobile,918
USER_2391,Mobile,919
USER_7091,Laptop,920
USER_7935,Tablet,921
USER_9071,Tablet,922
USER_5595,Mobile,923
USER_5882,Laptop,924
USER_6680,Mobile,925
USER_7487,Tablet,926
USER_5904,Mobile,927
USER_9865,Mobile,928
USER_2611,Mobile,929
USER_4095,Mobile,930
USER_8985,Mobile,931
USER_1018,Tablet,932
USER_3124,Mobile,933
USER_8699,Laptop,934
USER_2956,Laptop,935
USER_2896,Laptop,936
USER_6855,Mobile,937
USER_2152,Mobile,938
USER_9414,Tablet,939
USER_5008,Tablet,940
USER_1027,Laptop,941
USER_1111,Tablet,942
USER_5464,Tablet,943
USER_7538,Mobile,944
USER_3337,Mobile,945
USER_8300,Mobile,946
USER_7421,Laptop,947
USER_9776,Laptop,948
USER_4744,Mobile,949
USER_5565,Laptop,950
USER_9457,Laptop,951
USER_6757,Mobile,952
USER_1181,Laptop,953
USER_4240,Laptop,954
USER_7448,Tablet,955
USER_1062,Tablet,956
USER_6356,Mobile,957
USER_9500,Mobile,958
USER_1663,Mobile,959
USER_4623,Tablet,960
USER_5058,Laptop,961
USER_2128,Tablet,962
USER_8811,Mobile,963
USER_6413,Laptop,964
USER_3355,Tablet,965
USER_2143,Mobile,966
USER_5220,Mobile,967
USER_6303,Tablet,968
USER_4749,Mobile,969
USER_3007,Mobile,970
USER_6796,Laptop,971
USER_9163,Tablet,972
USER_6290,Tablet,973
USER_4038,Mobile,974
USER_4033,Mobile,975
USER_3215,Mobile,976
USER_3866,Mobile,977
USER_7032,Mobile,978
USER_9643,Laptop,979
USER_3136,Mobile,980
USER_1036,Tablet,981
USER_8141,Tablet,982
USER_7322,Tablet,983
USER_6375,Laptop,984
USER_7042,Laptop,985
USER_9309,Laptop,986
USER_6386,Laptop,987
USER_1410,Laptop,988
USER_2417,Mobile,989
USER_4676,Tablet,990
USER_5068,Laptop,991
USER_3506,Tablet,992
USER_5928,Mobile,993
USER_9533,Tablet,994
USER_9561,Laptop,995
USER_3894,Mobile,996
USER_3882,Tablet,997
USER_2474,Tablet,998
USER_6335,Laptop,999
USER_7852,Mobile,1000
USER_2847,Laptop,1001
USER_8154,Tablet,1002
USER_8768,Tablet,1003
USER_2846,Mobile,1004
USER_4595,Tablet,1005
USER_9434,Mobile,1006
USER_5834,Mobile,1007
USER_5651,Laptop,1008
USER_8084,Laptop,1009
USER_4015,Laptop,1010
USER_9326,Mobile,1011
USER_9024,Mobile,1012
USER_9719,Mobile,1013
USER_5862,Laptop,1014
USER_4800,Mobile,1015
USER_4180,Tablet,1016
USER_6207,Laptop,1017
USER_5127,Laptop,1018
USER_4028,Laptop,1019
USER_2918,Laptop,1020
USER_3075,Mobile,1021
USER_5671,Tablet,1022
USER_6609,Tablet,1023
USER_6003,Mobile,1024
USER_3084,Laptop,1025
USER_5385,Laptop,1026
USER_4590,Mobile,1027
USER_7349,Mobile,1028
USER_2027,Mobile,1029
USER_1088,Mobile,1030
USER_2689,Tablet,1031
USER_3504,Mobile,1032
USER_5300,Tablet,1033
USER_9670,Laptop,1034
USER_4057,Tablet,1035
USER_9508,Tablet,1036
USER_9375,Tablet,1037
USER_2868,Laptop,1038
USER_4801,Tablet,1039
USER_7096,Tablet,1040
USER_6678,Tablet,1041
USER_8183,Tablet,1042
USER_6516,Mobile,1043
USER_5361,Tablet,1044
USER_6439,Tablet,1045
USER_5133,Mobile,1046
USER_7837,Mobile,1047
USER_6913,Tablet,1048
USER_7009,Laptop,1049
USER_6513,Mobile,1050
USER_3493,Laptop,1051
USER_1687,Laptop,1052
USER_1422,Tablet,1053
USER_4913,Laptop,1054
USER_4143,Tablet,1055
USER_2083,Mobile,1056
USER_7436,Mobile,1057
USER_5018,Mobile,1058
USER_2886,Tablet,1059
USER_9525,Mobile,1060
USER_5271,Laptop,1061
USER_8186,Tablet,1062
USER_9560,Mobile,1063
USER_2331,Mobile,1064
USER_2987,Laptop,1065
USER_2353,Tablet,1066
USER_5637,Mobile,1067
USER_7158,Mobile,1068
