Device_ID,User_ID,Device_Type
119,USER_4575,Laptop
120,USER_7422,Laptop
121,USER_7275,Mobile
122,USER_3374,Tablet
123,USER_8445,Tablet
124,USER_5604,Laptop
125,USER_1941,Laptop
126,USER_1872,Laptop
127,USER_9632,Mobile
128,USER_6371,Mobile
129,USER_1509,Laptop
130,USER_8062,Tablet
131,USER_7132,Mobile
132,USER_3555,Tablet
133,USER_5365,Mobile
134,USER_8432,Mobile
135,USER_9628,Tablet
136,USER_3454,Laptop
137,USER_2488,Laptop
138,USER_4414,Laptop
139,USER_2520,Mobile
140,USER_3767,Tablet
141,USER_6354,Laptop
142,USER_7966,Laptop
143,USER_7795,Tablet
144,USER_2517,Mobile
145,USER_1325,Mobile
146,USER_9174,Tablet
147,USER_2725,Tablet
148,USER_1564,Laptop
149,USER_8972,Laptop
150,USER_4815,Mobile
151,USER_5102,Mobile
152,USER_2386,Mobile
153,USER_7058,Tablet
154,USER_2767,Laptop
155,USER_9455,Tablet
156,USER_7308,Laptop
157,USER_4376,Tablet
158,USER_5471,Mobile
159,USER_4963,Tablet
160,USER_7763,Laptop
161,USER_2714,Mobile
162,USER_6956,Mobile
163,USER_5261,Mobile
164,USER_3529,Mobile
165,USER_9418,Tablet
166,USER_4574,Laptop
167,USER_6999,Tablet
168,USER_1687,Mobile
169,USER_8884,Tablet
170,USER_9392,Mobile
171,USER_8589,Laptop
172,USER_8572,Tablet
173,USER_7567,Mobile
174,USER_4321,Tablet
175,USER_9845,Tablet
176,USER_6854,Mobile
177,USER_6108,Tablet
178,USER_6641,Laptop
179,USER_3834,Mobile
180,USER_4864,Mobile
181,USER_6688,Laptop
182,USER_9070,Laptop
183,USER_2793,Tablet
184,USER_4863,Tablet
185,USER_7142,Tablet
186,USER_2597,Laptop
187,USER_6079,Laptop
188,USER_4370,Laptop
189,USER_2030,Tablet
190,USER_3127,Tablet
191,USER_7640,Laptop
192,USER_3389,Mobile
193,USER_8090,Laptop
194,USER_7975,Mobile
195,USER_2846,Tablet
196,USER_7869,Mobile
197,USER_5350,Mobile
198,USER_8026,Mobile
199,USER_6545,Tablet
200,USER_8142,Laptop
201,USER_6141,Tablet
202,USER_1151,Mobile
203,USER_4796,Mobile
204,USER_7551,Mobile
205,USER_4371,Mobile
206,USER_4018,Tablet
207,USER_3990,Laptop
208,USER_4880,Laptop
209,USER_8009,Laptop
210,USER_3516,Mobile
211,USER_2015,Tablet
212,USER_3068,Tablet
213,USER_4464,Laptop
214,USER_8639,Tablet
215,USER_8452,Tablet
216,USER_8151,Mobile
217,USER_2630,Mobile
218,USER_8210,Tablet
219,USER_2415,Tablet
220,USER_8597,Mobile
221,USER_1797,Mobile
222,USER_9047,Tablet
223,USER_5048,Tablet
224,USER_1948,Laptop
225,USER_3495,Tablet
226,USER_9883,Laptop
227,USER_6177,Tablet
228,USER_5731,Laptop
229,USER_3828,Laptop
230,USER_9978,Laptop
231,USER_8160,Mobile
232,USER_6974,Tablet
233,USER_8207,Tablet
234,USER_6150,Laptop
235,USER_3936,Mobile
236,USER_6427,Mobile
237,USER_8881,Mobile
238,USER_7445,Tablet
239,USER_1292,Tablet
240,USER_6498,Laptop
241,USER_7432,Tablet
242,USER_3832,Laptop
243,USER_6128,Laptop
244,USER_2438,Laptop
245,USER_4598,Mobile
246,USER_5930,Laptop
247,USER_3748,Tablet
248,USER_6162,Mobile
249,USER_2642,Tablet
250,USER_4156,Laptop
251,USER_5571,Mobile
252,USER_5763,Mobile
253,USER_9283,Tablet
254,USER_4260,Laptop
255,USER_4504,Laptop
256,USER_1064,Tablet
257,USER_1807,Mobile
258,USER_1995,Laptop
259,USER_1958,Mobile
260,USER_3446,Mobile
261,USER_1991,Mobile
262,USER_1872,Mobile
263,USER_6832,Laptop
264,USER_6305,Laptop
265,USER_9970,Mobile
266,USER_7452,Mobile
267,USER_6237,Tablet
268,USER_5661,Tablet
269,USER_3572,Tablet
270,USER_8893,Tablet
271,USER_2977,Mobile
272,USER_8674,Laptop
273,USER_2459,Laptop
274,USER_2740,Tablet
275,USER_8101,Laptop
276,USER_4103,Laptop
277,USER_1348,Laptop
278,USER_3369,Mobile
279,USER_9648,Tablet
280,USER_4748,Laptop
281,USER_1345,Laptop
282,USER_7579,Mobile
283,USER_7458,Laptop
284,USER_3990,Tablet
285,USER_9541,Tablet
286,USER_8350,Mobile
287,USER_3706,Laptop
288,USER_2318,Mobile
289,USER_5811,Laptop
290,USER_1233,Tablet
291,USER_2785,Mobile
292,USER_6423,Mobile
293,USER_1108,Mobile
294,USER_8140,Tablet
295,USER_6317,Laptop
296,USER_3377,Tablet
297,USER_8393,Laptop
298,USER_2831,Mobile
299,USER_5014,Tablet
300,USER_9250,Mobile
301,USER_5119,Tablet
302,USER_7599,Laptop
303,USER_1574,Tablet
304,USER_2377,Tablet
305,USER_4577,Mobile
306,USER_1861,Mobile
307,USER_9511,Tablet
308,USER_1837,Laptop
309,USER_9468,Laptop
310,USER_7653,Mobile
311,USER_7938,Laptop
312,USER_9516,Tablet
313,USER_7327,Mobile
314,USER_3251,Mobile
315,USER_9110,Laptop
316,USER_6905,Mobile
317,USER_8328,Laptop
318,USER_2418,Tablet
319,USER_1225,Mobile
320,USER_5803,Mobile
321,USER_8360,Tablet
322,USER_8809,Tablet
323,USER_4534,Mobile
324,USER_2329,Mobile
325,USER_2767,Tablet
326,USER_1280,Mobile
327,USER_3287,Mobile
328,USER_8429,Tablet
329,USER_9547,Mobile
330,USER_7316,Laptop
331,USER_5996,Tablet
332,USER_5311,Laptop
333,USER_6623,Tablet
334,USER_4347,Mobile
335,USER_1100,Mobile
336,USER_2326,Laptop
337,USER_4677,Laptop
338,USER_5677,Tablet
339,USER_3132,Mobile
340,USER_6546,Mobile
341,USER_3460,Mobile
342,USER_4528,Tablet
343,USER_1724,Mobile
344,USER_8691,Mobile
345,USER_4466,Tablet
346,USER_8432,Tablet
347,USER_1523,Mobile
348,USER_5642,Laptop
349,USER_1662,Laptop
350,USER_3653,Mobile
351,USER_7131,Mobile
352,USER_9828,Mobile
353,USER_7467,Mobile
354,USER_3232,Tablet
355,USER_3203,Mobile
356,USER_1246,Tablet
357,USER_6558,Laptop
358,USER_7349,Tablet
359,USER_5533,Tablet
360,USER_1685,Laptop
361,USER_5288,Laptop
362,USER_4550,Tablet
363,USER_6564,Mobile
364,USER_5557,Mobile
365,USER_8015,Laptop
366,USER_6261,Tablet
367,USER_3256,Laptop
368,USER_3713,Tablet
369,USER_8507,Laptop
370,USER_7861,Tablet
371,USER_7103,Laptop
372,USER_3802,Mobile
373,USER_4472,Mobile
374,USER_7727,Tablet
375,USER_6842,Laptop
376,USER_6967,Mobile
377,USER_5697,Laptop
378,USER_6110,Tablet
379,USER_9629,Laptop
380,USER_1542,Tablet
381,USER_2867,Tablet
382,USER_2331,Tablet
383,USER_3847,Mobile
384,USER_1551,Mobile
385,USER_5630,Tablet
386,USER_1876,Laptop
387,USER_9892,Tablet
388,USER_8963,Mobile
389,USER_5138,Mobile
390,USER_2415,Laptop
391,USER_6140,Laptop
392,USER_3990,Mobile
393,USER_8636,Tablet
394,USER_4090,Laptop
395,USER_6138,Mobile
396,USER_9272,Tablet
397,USER_5616,Tablet
398,USER_9663,Mobile
399,USER_1612,Tablet
400,USER_3097,Laptop
401,USER_9671,Tablet
402,USER_5323,Laptop
403,USER_2685,Laptop
404,USER_7102,Mobile
405,USER_6528,Laptop
406,USER_4162,Mobile
407,USER_2800,Tablet
408,USER_4754,Mobile
409,USER_9552,Mobile
410,USER_5466,Tablet
411,USER_6959,Tablet
412,USER_8408,Mobile
413,USER_8884,Mobile
414,USER_7549,Tablet
415,USER_4549,Tablet
416,USER_3488,Laptop
417,USER_3962,Laptop
418,USER_9378,Laptop
419,USER_2258,Tablet
420,USER_6747,Tablet
421,USER_6060,Laptop
422,USER_7032,Laptop
423,USER_1469,Laptop
424,USER_7728,Tablet
425,USER_3221,Laptop
426,USER_8445,Mobile
427,USER_3399,Mobile
428,USER_9273,Tablet
429,USER_1207,Laptop
430,USER_3414,Laptop
431,USER_2374,Laptop
432,USER_6898,Laptop
433,USER_2737,Laptop
434,USER_5992,Tablet
435,USER_3031,Tablet
436,USER_8715,Laptop
437,USER_2924,Laptop
438,USER_7704,Mobile
439,USER_8975,Tablet
440,USER_4432,Laptop
441,USER_1302,Laptop
442,USER_8795,Tablet
443,USER_6400,Laptop
444,USER_7150,Laptop
445,USER_9308,Mobile
446,USER_8867,Tablet
447,USER_5595,Tablet
448,USER_3172,Tablet
449,USER_3248,Tablet
450,USER_8566,Tablet
451,USER_2689,Laptop
452,USER_8058,Laptop
453,USER_1863,Tablet
454,USER_7514,Tablet
455,USER_9551,Tablet
456,USER_7609,Laptop
457,USER_9635,Tablet
458,USER_9846,Tablet
459,USER_5933,Tablet
460,USER_6413,Tablet
461,USER_6856,Laptop
462,USER_9711,Laptop
463,USER_9507,Mobile
464,USER_3486,Laptop
465,USER_3258,Tablet
466,USER_8608,Laptop
467,USER_1061,Tablet
468,USER_4408,Laptop
469,USER_8695,Laptop
470,USER_8548,Mobile
471,USER_4847,Laptop
472,USER_8240,Laptop
473,USER_2246,Mobile
474,USER_8263,Tablet
475,USER_9328,Mobile
476,USER_2192,Laptop
477,USER_4600,Tablet
478,USER_5633,Laptop
479,USER_4382,Tablet
480,USER_3785,Laptop
481,USER_9187,Mobile
482,USER_2724,Tablet
483,USER_6817,Laptop
484,USER_6352,Mobile
485,USER_8525,Tablet
486,USER_7377,Laptop
487,USER_4098,Mobile
488,USER_2596,Mobile
489,USER_8162,Laptop
490,USER_8812,Laptop
491,USER_1537,Tablet
492,USER_3606,Mobile
493,USER_6628,Laptop
494,USER_6190,Laptop
495,USER_1535,Mobile
496,USER_7896,Mobile
497,USER_1993,Mobile
498,USER_7217,Mobile
499,USER_3836,Tablet
500,USER_5478,Laptop
501,USER_5327,Laptop
502,USER_8148,Laptop
503,USER_3921,Mobile
504,USER_9148,Mobile
505,USER_7023,Mobile
506,USER_7899,Tablet
507,USER_2194,Tablet
508,USER_7347,Mobile
509,USER_1057,Laptop
510,USER_1977,Tablet
511,USER_2360,Laptop
512,USER_5578,Laptop
513,USER_4449,Tablet
514,USER_5628,Mobile
515,USER_9649,Mobile
516,USER_4122,Tablet
517,USER_4783,Tablet
518,USER_5353,Mobile
519,USER_3674,Laptop
520,USER_7380,Tablet
521,USER_5809,Tablet
522,USER_9615,Mobile
523,USER_8043,Mobile
524,USER_3418,Tablet
525,USER_8264,Mobile
526,USER_2120,Laptop
527,USER_2664,Laptop
528,USER_8409,Tablet
529,USER_7247,Tablet
530,USER_1918,Tablet
531,USER_6359,Mobile
532,USER_4025,Laptop
533,USER_7027,Laptop
534,USER_9671,Mobile
535,USER_1671,Tablet
536,USER_1715,Laptop
537,USER_7786,Mobile
538,USER_5457,Laptop
539,USER_8564,Laptop
540,USER_1375,Laptop
541,USER_8905,Tablet
542,USER_8150,Tablet
543,USER_1668,Mobile
544,USER_9699,Mobile
545,USER_8256,Tablet
546,USER_4305,Mobile
547,USER_4076,Tablet
548,USER_1617,Tablet
549,USER_7499,Laptop
550,USER_6397,Tablet
551,USER_7739,Mobile
552,USER_5841,Mobile
553,USER_9876,Laptop
554,USER_7446,Tablet
555,USER_7016,Mobile
556,USER_1745,Tablet
557,USER_2201,Tablet
558,USER_8578,Tablet
559,USER_4228,Tablet
560,USER_9453,Tablet
561,USER_5542,Laptop
562,USER_5439,Mobile
563,USER_9945,Tablet
564,USER_5086,Tablet
565,USER_3281,Mobile
566,USER_5029,Mobile
567,USER_8774,Mobile
568,USER_3941,Laptop
569,USER_4472,Tablet
570,USER_9009,Mobile
571,USER_4529,Laptop
572,USER_1431,Mobile
573,USER_8365,Mobile
574,USER_8308,Laptop
575,USER_5708,Laptop
576,USER_6503,Mobile
577,USER_7741,Tablet
578,USER_7071,Laptop
579,USER_1269,Laptop
580,USER_6326,Laptop
581,USER_9501,Tablet
582,USER_4714,Tablet
583,USER_2902,Mobile
584,USER_4446,Mobile
585,USER_4934,Mobile
586,USER_9547,Laptop
587,USER_3468,Laptop
588,USER_2439,Laptop
589,USER_5713,Tablet
590,USER_8409,Mobile
591,USER_2571,Tablet
592,USER_1722,Laptop
593,USER_3423,Laptop
594,USER_3717,Mobile
595,USER_9079,Tablet
596,USER_2307,Mobile
597,USER_5210,Mobile
598,USER_7302,Mobile
599,USER_2329,Laptop
600,USER_2725,Mobile
601,USER_8347,Mobile
602,USER_3533,Laptop
603,USER_8754,Mobile
604,USER_1223,Laptop
605,USER_8529,Mobile
606,USER_3242,Tablet
607,USER_5352,Laptop
608,USER_6697,Tablet
609,USER_3843,Laptop
610,USER_9695,Mobile
611,USER_7421,Tablet
612,USER_8424,Mobile
613,USER_2076,Tablet
614,USER_5019,Tablet
615,USER_1768,Laptop
616,USER_7828,Tablet
617,USER_7381,Tablet
618,USER_3905,Laptop
619,USER_3789,Laptop
620,USER_6527,Laptop
621,USER_6734,Mobile
622,USER_1746,Mobile
623,USER_3819,Mobile
624,USER_7654,Tablet
625,USER_4239,Tablet
626,USER_1321,Laptop
627,USER_8832,Laptop
628,USER_3734,Tablet
629,USER_8366,Laptop
630,USER_1405,Laptop
631,USER_3070,Tablet
632,USER_5568,Mobile
633,USER_6428,Mobile
634,USER_3336,Mobile
635,USER_3601,Tablet
636,USER_1396,Tablet
637,USER_2685,Tablet
638,USER_6485,Tablet
639,USER_5512,Mobile
640,USER_6444,Laptop
641,USER_8316,Tablet
642,USER_4225,Laptop
643,USER_8117,Mobile
644,USER_4901,Laptop
645,USER_5827,Laptop
646,USER_7811,Tablet
647,USER_7367,Mobile
648,USER_9173,Tablet
649,USER_2948,Mobile
650,USER_9362,Mobile
651,USER_9635,Laptop
652,USER_4672,Laptop
653,USER_8719,Mobile
654,USER_3076,Mobile
655,USER_6947,Laptop
656,USER_1517,Laptop
657,USER_2663,Laptop
658,USER_3457,Mobile
659,USER_9553,Mobile
660,USER_6171,Tablet
661,USER_6596,Laptop
662,USER_7102,Tablet
663,USER_9347,Tablet
664,USER_9107,Tablet
665,USER_9594,Laptop
666,USER_7059,Laptop
667,USER_6073,Tablet
668,USER_8951,Mobile
669,USER_2870,Laptop
670,USER_8352,Tablet
671,USER_8951,Laptop
672,USER_4777,Tablet
673,USER_6202,Tablet
674,USER_1145,Mobile
675,USER_9734,Mobile
676,USER_7305,Laptop
677,USER_9910,Laptop
678,USER_7047,Tablet
679,USER_8317,Laptop
680,USER_5237,Laptop
681,USER_1370,Tablet
682,USER_4422,Tablet
683,USER_8906,Mobile
684,USER_9685,Mobile
685,USER_4004,Laptop
686,USER_8323,Laptop
687,USER_8016,Tablet
688,USER_1164,Mobile
689,USER_2396,Tablet
690,USER_1627,Laptop
691,USER_8647,Tablet
692,USER_2660,Laptop
693,USER_5286,Tablet
694,USER_6337,Mobile
695,USER_6328,Mobile
696,USER_9031,Mobile
697,USER_1346,Laptop
698,USER_8697,Tablet
699,USER_5499,Mobile
700,USER_7156,Tablet
701,USER_3187,Mobile
702,USER_2301,Tablet
703,USER_9172,Mobile
704,USER_7989,Mobile
705,USER_4102,Laptop
706,USER_5061,Mobile
707,USER_7051,Mobile
708,USER_1386,Mobile
709,USER_1242,Tablet
710,USER_9822,Mobile
711,USER_5109,Laptop
712,USER_9578,Mobile
713,USER_6223,Laptop
714,USER_4574,Mobile
715,USER_9592,Laptop
716,USER_3543,Laptop
717,USER_1619,Laptop
718,USER_6883,Mobile
719,USER_7981,Laptop
720,USER_1746,Tablet
721,USER_2984,Laptop
722,USER_1065,Tablet
723,USER_3533,Mobile
724,USER_7656,Mobile
725,USER_9330,Laptop
726,USER_4526,Mobile
727,USER_2658,Tablet
728,USER_4066,Mobile
729,USER_4784,Laptop
730,USER_6063,Laptop
731,USER_1168,Laptop
732,USER_8677,Mobile
733,USER_7186,Tablet
734,USER_2650,Laptop
735,USER_8139,Mobile
736,USER_4775,Mobile
737,USER_6753,Mobile
738,USER_4595,Mobile
739,USER_1227,Tablet
740,USER_5164,Laptop
741,USER_1281,Tablet
742,USER_7081,Laptop
743,USER_5597,Laptop
744,USER_7614,Tablet
745,USER_9720,Mobile
746,USER_2438,Mobile
747,USER_5780,Laptop
748,USER_4308,Tablet
749,USER_5367,Mobile
750,USER_9652,Mobile
751,USER_8036,Tablet
752,USER_7644,Laptop
753,USER_1556,Laptop
754,USER_9754,Tablet
755,USER_5526,Tablet
756,USER_4157,Mobile
757,USER_3639,Tablet
758,USER_3264,Tablet
759,USER_2025,Tablet
760,USER_8562,Mobile
761,USER_1974,Laptop
762,USER_3204,Laptop
763,USER_9644,Laptop
764,USER_4949,Tablet
765,USER_4957,Tablet
766,USER_3040,Mobile
767,USER_6499,Laptop
768,USER_4045,Laptop
769,USER_6590,Mobile
770,USER_3824,Laptop
771,USER_3365,Laptop
772,USER_6498,Tablet
773,USER_2886,Laptop
774,USER_8573,Tablet
775,USER_8782,Mobile
776,USER_2467,Laptop
777,USER_9084,Laptop
778,USER_6599,Mobile
779,USER_3277,Laptop
780,USER_7094,Mobile
781,USER_8391,Laptop
782,USER_3253,Mobile
783,USER_2824,Tablet
784,USER_2648,Laptop
785,USER_3871,Tablet
786,USER_5473,Laptop
787,USER_8130,Tablet
788,USER_2511,Laptop
789,USER_4728,Laptop
790,USER_8306,Laptop
791,USER_1878,Mobile
792,USER_6489,Mobile
793,USER_7375,Tablet
794,USER_7125,Mobile
795,USER_5723,Laptop
796,USER_6768,Laptop
797,USER_7768,Mobile
798,USER_2817,Tablet
799,USER_9832,Mobile
800,USER_8235,Mobile
801,USER_8615,Tablet
802,USER_8057,Tablet
803,USER_7817,Mobile
804,USER_2595,Tablet
805,USER_5485,Laptop
806,USER_4683,Tablet
807,USER_1577,Tablet
808,USER_1136,Mobile
809,USER_2340,Laptop
810,USER_6748,Tablet
811,USER_5073,Tablet
812,USER_9567,Tablet
813,USER_7702,Laptop
814,USER_8521,Tablet
815,USER_5853,Laptop
816,USER_2388,Mobile
817,USER_6450,Tablet
818,USER_4499,Mobile
819,USER_3022,Mobile
820,USER_4530,Mobile
821,USER_4164,Mobile
822,USER_3159,Laptop
823,USER_1895,Tablet
824,USER_3634,Mobile
825,USER_7437,Mobile
826,USER_1271,Laptop
827,USER_2315,Tablet
828,USER_4855,Mobile
829,USER_1603,Tablet
830,USER_4983,Mobile
831,USER_6930,Tablet
832,USER_3746,Tablet
833,USER_9441,Tablet
834,USER_4769,Mobile
835,USER_3173,Tablet
836,USER_4166,Mobile
837,USER_5877,Laptop
838,USER_4735,Laptop
839,USER_9168,Laptop
840,USER_9558,Laptop
841,USER_3948,Mobile
842,USER_7017,Laptop
843,USER_2514,Laptop
844,USER_2752,Laptop
845,USER_3020,Tablet
846,USER_2429,Tablet
847,USER_2325,Mobile
848,USER_5980,Mobile
849,USER_7077,Mobile
850,USER_6999,Laptop
851,USER_8037,Mobile
852,USER_6457,Laptop
853,USER_5016,Tablet
854,USER_5102,Laptop
855,USER_6261,Laptop
856,USER_4266,Tablet
857,USER_6014,Mobile
858,USER_8744,Mobile
859,USER_5268,Mobile
860,USER_7727,Mobile
861,USER_3333,Tablet
862,USER_2466,Laptop
863,USER_5340,Mobile
864,USER_6042,Laptop
865,USER_1552,Tablet
866,USER_2501,Mobile
867,USER_4104,Tablet
868,USER_2961,Laptop
869,USER_1946,Tablet
870,USER_2965,Mobile
871,USER_6052,Tablet
872,USER_4400,Mobile
873,USER_3347,Laptop
874,USER_6536,Laptop
875,USER_4730,Tablet
876,USER_1631,Tablet
877,USER_9711,Tablet
878,USER_4386,Laptop
879,USER_9139,Laptop
880,USER_7847,Tablet
881,USER_8492,Tablet
882,USER_2708,Laptop
883,USER_7731,Laptop
884,USER_7241,Tablet
885,USER_7959,Laptop
886,USER_7658,Laptop
887,USER_2827,Laptop
888,USER_1213,Mobile
889,USER_7443,Mobile
890,USER_1101,Tablet
891,USER_8697,Laptop
892,USER_1374,Mobile
893,USER_8495,Tablet
894,USER_5502,Laptop
895,USER_7191,Mobile
896,USER_5425,Laptop
897,USER_4709,Mobile
898,USER_7834,Laptop
899,USER_2569,Mobile
900,USER_1207,Tablet
901,USER_1755,Laptop
902,USER_4454,Mobile
903,USER_4669,Laptop
904,USER_3709,Laptop
905,USER_2928,Mobile
906,USER_2832,Mobile
907,USER_1022,Mobile
908,USER_8848,Mobile
909,USER_1714,Mobile
910,USER_8804,Tablet
911,USER_8575,Mobile
912,USER_9766,Laptop
913,USER_8642,Laptop
914,USER_8478,Tablet
915,USER_7785,Mobile
916,USER_9611,Mobile
917,USER_1063,Laptop
918,USER_5053,Mobile
919,USER_2391,Mobile
920,USER_7091,Laptop
921,USER_7935,Tablet
922,USER_9071,Tablet
923,USER_5595,Mobile
924,USER_5882,Laptop
925,USER_6680,Mobile
926,USER_7487,Tablet
927,USER_5904,Mobile
928,USER_9865,Mobile
929,USER_2611,Mobile
930,USER_4095,Mobile
931,USER_8985,Mobile
932,USER_1018,Tablet
933,USER_3124,Mobile
934,USER_8699,Laptop
935,USER_2956,Laptop
936,USER_2896,Laptop
937,USER_6855,Mobile
938,USER_2152,Mobile
939,USER_9414,Tablet
940,USER_5008,Tablet
941,USER_1027,Laptop
942,USER_1111,Tablet
943,USER_5464,Tablet
944,USER_7538,Mobile
945,USER_3337,Mobile
946,USER_8300,Mobile
947,USER_7421,Laptop
948,USER_9776,Laptop
949,USER_4744,Mobile
950,USER_5565,Laptop
951,USER_9457,Laptop
952,USER_6757,Mobile
953,USER_1181,Laptop
954,USER_4240,Laptop
955,USER_7448,Tablet
956,USER_1062,Tablet
957,USER_6356,Mobile
958,USER_9500,Mobile
959,USER_1663,Mobile
960,USER_4623,Tablet
961,USER_5058,Laptop
962,USER_2128,Tablet
963,USER_8811,Mobile
964,USER_6413,Laptop
965,USER_3355,Tablet
966,USER_2143,Mobile
967,USER_5220,Mobile
968,USER_6303,Tablet
969,USER_4749,Mobile
970,USER_3007,Mobile
971,USER_6796,Laptop
972,USER_9163,Tablet
973,USER_6290,Tablet
974,USER_4038,Mobile
975,USER_4033,Mobile
976,USER_3215,Mobile
977,USER_3866,Mobile
978,USER_7032,Mobile
979,USER_9643,Laptop
980,USER_3136,Mobile
981,USER_1036,Tablet
982,USER_8141,Tablet
983,USER_7322,Tablet
984,USER_6375,Laptop
985,USER_7042,Laptop
986,USER_9309,Laptop
987,USER_6386,Laptop
988,USER_1410,Laptop
989,USER_2417,Mobile
990,USER_4676,Tablet
991,USER_5068,Laptop
992,USER_3506,Tablet
993,USER_5928,Mobile
994,USER_9533,Tablet
995,USER_9561,Laptop
996,USER_3894,Mobile
997,USER_3882,Tablet
998,USER_2474,Tablet
999,USER_6335,Laptop
1000,USER_7852,Mobile
1001,USER_2847,Laptop
1002,USER_8154,Tablet
1003,USER_8768,Tablet
1004,USER_2846,Mobile
1005,USER_4595,Tablet
1006,USER_9434,Mobile
1007,USER_5834,Mobile
1008,USER_5651,Laptop
1009,USER_8084,Laptop
1010,USER_4015,Laptop
1011,USER_9326,Mobile
1012,USER_9024,Mobile
1013,USER_9719,Mobile
1014,USER_5862,Laptop
1015,USER_4800,Mobile
1016,USER_4180,Tablet
1017,USER_6207,Laptop
1018,USER_5127,Laptop
1019,USER_4028,Laptop
1020,USER_2918,Laptop
1021,USER_3075,Mobile
1022,USER_5671,Tablet
1023,USER_6609,Tablet
1024,USER_6003,Mobile
1025,USER_3084,Laptop
1026,USER_5385,Laptop
1027,USER_4590,Mobile
1028,USER_7349,Mobile
1029,USER_2027,Mobile
1030,USER_1088,Mobile
1031,USER_2689,Tablet
1032,USER_3504,Mobile
1033,USER_5300,Tablet
1034,USER_9670,Laptop
1035,USER_4057,Tablet
1036,USER_9508,Tablet
1037,USER_9375,Tablet
1038,USER_2868,Laptop
1039,USER_4801,Tablet
1040,USER_7096,Tablet
1041,USER_6678,Tablet
1042,USER_8183,Tablet
1043,USER_6516,Mobile
1044,USER_5361,Tablet
1045,USER_6439,Tablet
1046,USER_5133,Mobile
1047,USER_7837,Mobile
1048,USER_6913,Tablet
1049,USER_7009,Laptop
1050,USER_6513,Mobile
1051,USER_3493,Laptop
1052,USER_1687,Laptop
1053,USER_1422,Tablet
1054,USER_4913,Laptop
1055,USER_4143,Tablet
1056,USER_2083,Mobile
1057,USER_7436,Mobile
1058,USER_5018,Mobile
1059,USER_2886,Tablet
1060,USER_9525,Mobile
1061,USER_5271,Laptop
1062,USER_8186,Tablet
1063,USER_9560,Mobile
1064,USER_2331,Mobile
1065,USER_2987,Laptop
1066,USER_2353,Tablet
1067,USER_5637,Mobile
1068,USER_7158,Mobile
